,mutation_1,mutation_2,crossover_1,crossover_2
"[48, 18, -46, 46, 41, 0, 50, 0, 0, 0]",0.0,0.0,-244.61229785129328,0.0
"[48, 18, -46, 46, 41, 0, 50, -33, 0, 0]",0.0,0.0,-254.28198444952866,0.0
"[48, 18, -46, 46, 41, 0, 50, -33, 23, 0]",0.0,-255.6387434407441,0.0,0.0
"[48, 18, -46, 46, 41, 0, 50, -33, 23, -7]",0.0,0.0,0.0,0.0
"[-49, -30, 0, 0, 0, 0, 0, 0, 0, 0]",-118.64485751562553,0.0,0.0,0.0
"[-49, -30, -47, 0, 0, 0, 0, 0, 0, 0]",-118.83398771091368,0.0,0.0,0.0
"[-49, -30, -47, 4, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-145.38650710259932
"[-49, -30, -47, 4, -35, 0, 0, 0, 0, 0]",0.0,-153.95206011374384,0.0,0.0
"[-49, -30, -47, 4, -35, -19, 0, 0, 0, 0]",0.0,0.0,-170.9195760523036,0.0
"[-49, -30, -47, 4, -35, -19, 30, 0, 0, 0]",0.0,-211.62642553353268,0.0,0.0
"[-49, -30, -47, 4, -35, -19, 30, 46, 0, 0]",-238.84519029845248,0.0,0.0,0.0
"[-49, -30, -47, 4, -35, -19, 30, 46, 37, 0]",0.0,-261.2746028222672,0.0,0.0
"[-49, -30, -47, 4, -35, -19, 30, 46, 37, 34]",0.0,0.0,0.0,0.0
"[-49, 32, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-84.26600630555666
"[-49, 32, 26, 0, 0, 0, 0, 0, 0, 0]",-90.60097680102716,0.0,0.0,0.0
"[-49, 32, 26, 18, 0, 0, 0, 0, 0, 0]",0.0,-90.61594192618558,-113.11016830914501,0.0
"[-49, 32, 26, 18, 0, -32, 0, 0, 0, 0]",-154.49433130890287,0.0,0.0,0.0
"[-49, 32, 26, 18, 0, -32, 46, 0, 0, 0]",0.0,-167.01176958435863,0.0,0.0
"[-49, 32, 26, 18, 0, -32, 46, 26, 0, 0]",0.0,-167.00129886267692,0.0,0.0
"[-49, 32, 26, 18, 0, -32, 46, 26, 1, 0]",-166.99660938107044,0.0,0.0,0.0
"[-49, 32, 26, 18, 0, -32, 46, 26, 1, 1]",0.0,0.0,0.0,0.0
"[-26, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-168.8481386119762,-137.54551642880264,-83.98748409222634,-86.50490555759019
"[-26, -49, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-83.1005432239686,0.0,0.0
"[-26, -49, 30, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-115.04025223624954,0.0
"[-26, -49, 30, 40, 0, 0, 0, 0, 0, 0]",0.0,-136.67999369137846,0.0,0.0
"[-26, -49, 30, 40, 33, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-142.48686396907357
"[-26, -49, 30, 40, 33, 18, 0, 0, 0, 0]",0.0,-157.78376314538767,0.0,0.0
"[-26, -49, 30, 40, 33, 18, 28, 0, 0, 0]",-179.29322968825662,0.0,0.0,0.0
"[-26, -49, 30, 40, 33, 18, 28, -31, 0, 0]",0.0,0.0,0.0,-193.29725055826316
"[-26, -49, 30, 40, 33, 18, 28, -31, -25, 0]",0.0,0.0,0.0,-193.32274526262984
"[20, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-93.28219581520622,-55.16473871343115,-35.380244621786574,-39.05146425621723
"[20, -35, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-37.12962631521649
"[20, -35, 13, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-54.89450604915032,0.0
"[20, -35, 13, -28, 0, 0, 0, 0, 0, 0]",0.0,0.0,-64.37030762338466,0.0
"[20, -35, 13, -28, 22, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-117.35603200395443
"[20, -35, 13, -28, 22, 52, 0, 0, 0, 0]",0.0,0.0,-142.26615074516326,0.0
"[20, -35, 13, -28, 22, 52, 36, 0, 0, 0]",0.0,-180.713224782954,0.0,0.0
"[20, -35, 13, -28, 22, 52, 36, -42, 0, 0]",0.0,0.0,-229.99259814059857,-180.70236852693574
"[20, -35, 13, -28, 22, 52, 36, -42, 0, 50]",0.0,0.0,0.0,0.0
"[8, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-38.954248801103965,-44.56334546947219,-23.944123024505693,-56.41015133734989
"[8, -33, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-29.50441729776643,0.0
"[8, -33, 14, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-38.323991067306906
"[8, -33, 14, 22, 0, 0, 0, 0, 0, 0]",0.0,-51.319764280012315,0.0,0.0
"[8, -33, 14, 22, -24, 0, 0, 0, 0, 0]",0.0,-51.30139489535444,-59.59068914951664,0.0
"[8, -33, 14, 22, -24, 0, -19, 0, 0, 0]",0.0,0.0,-84.51710440609614,0.0
"[8, -33, 14, 22, -24, 0, -19, 36, 0, 0]",0.0,0.0,-84.85950769370608,0.0
"[8, -33, 14, 22, -24, 0, -19, 36, 5, 0]",0.0,-119.50735220266283,0.0,0.0
"[8, -33, 14, 22, -24, 0, -19, 36, 5, 42]",0.0,0.0,0.0,0.0
"[-7, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-18.00688585116721,0.0,-47.353671021590166,-27.692558259547727
"[-7, 13, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-9.19117987638301,0.0
"[-7, 13, 15, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-13.444143951081804,0.0
"[-7, 13, 15, -13, 0, 0, 0, 0, 0, 0]",0.0,-31.836108487993698,0.0,0.0
"[-7, 13, 15, -13, -29, 0, 0, 0, 0, 0]",0.0,0.0,-73.9850417304783,0.0
"[-7, 13, 15, -13, -29, -44, 0, 0, 0, 0]",0.0,-110.82055109130047,0.0,0.0
"[-7, 13, 15, -13, -29, -44, -41, 0, 0, 0]",0.0,0.0,0.0,-131.36351971520781
"[-7, 13, 15, -13, -29, -44, -41, 33, 0, 0]",0.0,0.0,-154.41004181157626,0.0
"[-7, 13, 15, -13, -29, -44, -41, 33, -32, 0]",-188.6457549764448,0.0,0.0,0.0
"[-7, 13, 15, -13, -29, -44, -41, 33, -32, -40]",0.0,0.0,0.0,0.0
"[53, -15, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-60.834418171234574,0.0
"[53, -15, 3, 0, 0, 0, 0, 0, 0, 0]",-61.23976361595471,0.0,0.0,0.0
"[53, -15, 3, -3, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-61.22244971770449
"[53, -15, 3, -3, 1, 0, 0, 0, 0, 0]",-93.48108025440548,0.0,0.0,0.0
"[53, -15, 3, -3, 1, -39, 0, 0, 0, 0]",0.0,-141.52258543484442,0.0,0.0
"[53, -15, 3, -3, 1, -39, -48, 0, 0, 0]",0.0,0.0,-144.71143892292972,0.0
"[53, -15, 3, -3, 1, -39, -48, -11, 0, 0]",0.0,-147.14895107854755,0.0,0.0
"[53, -15, 3, -3, 1, -39, -48, -11, 12, 0]",-161.36231851849547,0.0,0.0,0.0
"[53, -15, 3, -3, 1, -39, -48, -11, 12, -25]",0.0,0.0,0.0,0.0
"[-17, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-123.42671928473717,-45.638695705806086,-108.53013439263188,-53.957298121301974
"[-17, 6, 0, 0, 0, 0, 0, 0, 0, 0]",-56.974863849646866,0.0,-50.20430371195195,0.0
"[-17, 6, 46, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-55.22986143559854
"[-17, 6, 46, 16, 0, 0, 0, 0, 0, 0]",0.0,0.0,-69.90112199379716,0.0
"[-17, 6, 46, 16, 28, 0, 0, 0, 0, 0]",0.0,-73.36677185355995,0.0,0.0
"[-17, 6, 46, 16, 28, 14, 0, 0, 0, 0]",0.0,0.0,0.0,-87.48725965645798
"[-17, 6, 46, 16, 28, 14, 27, 0, 0, 0]",0.0,0.0,0.0,-131.13421484152468
"[-17, 6, 46, 16, 28, 14, 27, -45, 0, 0]",-175.03557067161796,0.0,0.0,0.0
"[-17, 6, 46, 16, 28, 14, 27, -45, 47, 0]",0.0,-180.1606506810654,0.0,0.0
"[-17, 6, 46, 16, 28, 14, 27, -45, 47, -15]",0.0,0.0,0.0,0.0
"[-2, 45, 0, 0, 0, 0, 0, 0, 0, 0]",-52.28763404997497,0.0,-42.578562469855235,0.0
"[-2, 45, -22, 0, 0, 0, 0, 0, 0, 0]",0.0,-83.33884273516956,0.0,0.0
"[-2, 45, -22, -38, 0, 0, 0, 0, 0, 0]",0.0,0.0,-90.46004519377024,0.0
"[-2, 45, -22, -38, 19, 0, 0, 0, 0, 0]",0.0,-110.44326018867275,0.0,0.0
"[-2, 45, -22, -38, 19, -30, 0, 0, 0, 0]",-116.57547526381838,0.0,0.0,0.0
"[-2, 45, -22, -38, 19, -30, -16, 0, 0, 0]",-169.71549483111264,0.0,0.0,0.0
"[-2, 45, -22, -38, 19, -30, -16, 52, 0, 0]",0.0,0.0,0.0,-223.5712683929632
"[-2, 45, -22, -38, 19, -30, -16, 52, 52, 0]",0.0,0.0,0.0,-235.27236118541725
"[-2, 45, -22, -38, 19, -30, -16, 52, 52, -23]",0.0,0.0,0.0,0.0
"[-2, 36, 0, 0, 0, 0, 0, 0, 0, 0]",-46.287286512204595,0.0,0.0,-26.465858974092736
"[-2, 36, 7, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-28.4803557913077
"[-2, 36, 7, 11, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-65.3214441799948
"[-2, 36, 7, 11, 43, 0, 0, 0, 0, 0]",-69.51453499101294,0.0,0.0,0.0
"[-2, 36, 7, 11, 43, -13, 0, 0, 0, 0]",0.0,0.0,-70.41087219282045,0.0
"[-2, 36, 7, 11, 43, -13, 7, 0, 0, 0]",-70.41505063252957,0.0,0.0,0.0
"[-2, 36, 7, 11, 43, -13, 7, 2, 0, 0]",0.0,-71.8208312034513,0.0,0.0
"[-2, 36, 7, 11, 43, -13, 7, 2, 9, 0]",0.0,-81.50747034127149,0.0,0.0
"[-2, 36, 7, 11, 43, -13, 7, 2, 9, -21]",0.0,0.0,0.0,0.0
"[-8, 30, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-47.02423694938493
"[-8, 30, -6, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-26.436456246215567
"[-8, 30, -6, -16, 0, 0, 0, 0, 0, 0]",-65.31163897966033,0.0,0.0,0.0
"[-8, 30, -6, -16, 45, 0, 0, 0, 0, 0]",0.0,0.0,-113.15669824935729,0.0
"[-8, 30, -6, -16, 45, -47, 0, 0, 0, 0]",-132.3650928621509,0.0,0.0,0.0
"[-8, 30, -6, -16, 45, -47, 32, 0, 0, 0]",0.0,0.0,0.0,-143.15360579075835
"[-8, 30, -6, -16, 45, -47, 32, -22, 0, 0]",-146.5949971075455,0.0,0.0,0.0
"[-8, 30, -6, -16, 45, -47, 32, -22, -12, 0]",0.0,0.0,0.0,-174.14849188127752
"[-8, 30, -6, -16, 45, -47, 32, -22, -12, 38]",0.0,0.0,0.0,0.0
"[3, -31, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-67.18302220855243,0.0,0.0
"[3, -31, -46, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-73.38664782481598
"[3, -31, -46, -16, 0, 0, 0, 0, 0, 0]",0.0,-103.1890404633743,0.0,0.0
"[3, -31, -46, -16, 39, 0, 0, 0, 0, 0]",0.0,0.0,-114.62801507713324,0.0
"[3, -31, -46, -16, 39, -22, 0, 0, 0, 0]",0.0,0.0,-153.6686112831855,0.0
"[3, -31, -46, -16, 39, -22, 45, 0, 0, 0]",0.0,0.0,-154.42769320470416,0.0
"[3, -31, -46, -16, 39, -22, 45, -5, 0, 0]",0.0,-174.5556816528789,0.0,0.0
"[3, -31, -46, -16, 39, -22, 45, -5, -30, 0]",0.0,0.0,0.0,-176.2818329776221
"[3, -31, -46, -16, 39, -22, 45, -5, -30, -8]",0.0,0.0,0.0,0.0
"[13, -21, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-13.538734890148234
"[13, -21, -1, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-60.28274014797074
"[13, -21, -1, 49, 0, 0, 0, 0, 0, 0]",0.0,0.0,-69.4169598960845,0.0
"[13, -21, -1, 49, -20, 0, 0, 0, 0, 0]",0.0,-116.24388942779268,0.0,0.0
"[13, -21, -1, 49, -20, -47, 0, 0, 0, 0]",0.0,-168.33645359376436,0.0,0.0
"[13, -21, -1, 49, -20, -47, 52, 0, 0, 0]",0.0,-196.16078835406722,0.0,0.0
"[13, -21, -1, 49, -20, -47, 52, -36, 0, 0]",-218.54385087720715,0.0,0.0,0.0
"[13, -21, -1, 49, -20, -47, 52, -36, -32, 0]",0.0,0.0,0.0,-236.13526666453393
"[13, -21, -1, 49, -20, -47, 52, -36, -32, -28]",0.0,0.0,0.0,0.0
"[50, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-69.15462441563828,-109.36609792960994,-102.56261984718267,-52.058026340245725
"[50, 32, 0, 0, 0, 0, 0, 0, 0, 0]",-73.41091286314375,0.0,0.0,0.0
"[50, 32, 15, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-93.26083358754639,0.0
"[50, 32, 15, -30, 0, 0, 0, 0, 0, 0]",-94.55907773047441,0.0,0.0,0.0
"[50, 32, 15, -30, 9, 0, 0, 0, 0, 0]",0.0,-114.05875716497746,0.0,0.0
"[50, 32, 15, -30, 9, -30, 0, 0, 0, 0]",0.0,0.0,0.0,-169.43971078043936
"[50, 32, 15, -30, 9, -30, 53, 0, 0, 0]",0.0,-181.6668809911293,0.0,0.0
"[50, 32, 15, -30, 9, -30, 53, -23, 0, 0]",0.0,0.0,0.0,-187.84483741785968
"[50, 32, 15, -30, 9, -30, 53, -23, 18, 0]",0.0,0.0,0.0,-188.60237866466602
"[50, 32, 15, -30, 9, -30, 53, -23, 18, 7]",0.0,0.0,0.0,0.0
"[-30, 25, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-38.73431237226183,0.0
"[-30, 25, 19, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-38.7291896100447,0.0
"[-30, 25, 19, 1, 0, 0, 0, 0, 0, 0]",-43.718408647231335,0.0,0.0,0.0
"[-30, 25, 19, 1, 16, 0, 0, 0, 0, 0]",0.0,-45.289247882944196,0.0,0.0
"[-30, 25, 19, 1, 16, -7, 0, 0, 0, 0]",-68.42011452601407,0.0,0.0,0.0
"[-30, 25, 19, 1, 16, -7, 35, 0, 0, 0]",-68.40382692152448,0.0,0.0,-94.2443256044447
"[-30, 25, 19, 1, 16, -7, 35, 0, 36, 0]",0.0,-116.97808465706791,0.0,0.0
"[-30, 25, 19, 1, 16, -7, 35, 0, 36, -32]",0.0,0.0,0.0,0.0
"[-36, -24, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-45.59698964062078
"[-36, -24, 14, 0, 0, 0, 0, 0, 0, 0]",-86.90004614743233,0.0,0.0,0.0
"[-36, -24, 14, 46, 0, 0, 0, 0, 0, 0]",-128.92288445859037,0.0,0.0,0.0
"[-36, -24, 14, 46, 46, 0, 0, 0, 0, 0]",0.0,-132.5566017908899,0.0,0.0
"[-36, -24, 14, 46, 46, 14, 0, 0, 0, 0]",0.0,0.0,-132.7102988661695,0.0
"[-36, -24, 14, 46, 46, 14, -1, 0, 0, 0]",0.0,-167.19696195156158,0.0,0.0
"[-36, -24, 14, 46, 46, 14, -1, 42, 0, 0]",0.0,0.0,0.0,-203.58172028350404
"[-36, -24, 14, 46, 46, 14, -1, 42, 43, 0]",0.0,0.0,-203.57403161031445,0.0
"[34, 7, 0, 0, 0, 0, 0, 0, 0, 0]",-24.983097801474305,0.0,0.0,0.0
"[34, 7, 7, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-25.03886819043404,0.0
"[34, 7, 7, 2, 0, 0, 0, 0, 0, 0]",0.0,0.0,-43.966321242039406,0.0
"[34, 7, 7, 2, 31, 0, 0, 0, 0, 0]",-57.34320998239944,0.0,0.0,0.0
"[34, 7, 7, 2, 31, 26, 0, 0, 0, 0]",0.0,-62.277444557676084,0.0,0.0
"[34, 7, 7, 2, 31, 26, 16, 0, 0, 0]",0.0,-80.77872115273095,0.0,0.0
"[34, 7, 7, 2, 31, 26, 16, 31, 0, 0]",-82.76532913931459,0.0,0.0,0.0
"[34, 7, 7, 2, 31, 26, 16, 31, -9, 0]",-89.96993480480295,0.0,0.0,0.0
"[34, 7, 7, 2, 31, 26, 16, 31, -9, 20]",0.0,0.0,0.0,0.0
"[10, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-5.379772900853679,-42.489600965786906,-17.595396920670037,-2.584016793649181
"[10, 45, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-42.7930828422593
"[10, 45, 5, 0, 0, 0, 0, 0, 0, 0]",-78.33268665287176,0.0,0.0,0.0
"[10, 45, 5, 43, 0, 0, 0, 0, 0, 0]",0.0,-100.18009444294061,0.0,0.0
"[10, 45, 5, 43, -32, 0, 0, 0, 0, 0]",0.0,0.0,-133.89951483486274,0.0
"[10, 45, 5, 43, -32, 42, 0, 0, 0, 0]",0.0,-135.28020121748497,0.0,0.0
"[10, 45, 5, 43, -32, 42, -7, 0, 0, 0]",-152.83733071441233,0.0,0.0,0.0
"[10, 45, 5, 43, -32, 42, -7, -28, 0, 0]",0.0,0.0,0.0,-155.09833936788218
"[10, 45, 5, 43, -32, 42, -7, -28, 11, 0]",0.0,0.0,0.0,-188.09433355860412
"[10, 45, 5, 43, -32, 42, -7, -28, 11, -39]",0.0,0.0,0.0,0.0
"[-11, 28, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-28.990070573767962,0.0
"[-11, 28, 24, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-45.33944323479928,0.0
"[-11, 28, 24, -27, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-72.78460234206719
"[-11, 28, 24, -27, -36, 0, 0, 0, 0, 0]",-95.27485850816949,0.0,0.0,0.0
"[-11, 28, 24, -27, -36, 34, 0, 0, 0, 0]",0.0,0.0,-111.07478596219423,0.0
"[-11, 28, 24, -27, -36, 34, -27, 0, 0, 0]",0.0,-124.49230572514251,0.0,0.0
"[-11, 28, 24, -27, -36, 34, -27, 26, 0, 0]",0.0,-173.47551957836214,0.0,0.0
"[-11, 28, 24, -27, -36, 34, -27, 26, -48, 0]",0.0,-177.06277397452888,0.0,0.0
"[-11, 28, 24, -27, -36, 34, -27, 26, -48, 14]",0.0,0.0,0.0,0.0
"[34, 34, 0, 0, 0, 0, 0, 0, 0, 0]",-72.67240777475612,0.0,0.0,0.0
"[34, 34, -36, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-72.76943499060987
"[34, 34, -36, 3, 0, 0, 0, 0, 0, 0]",-92.97481819793852,0.0,0.0,0.0
"[34, 34, -36, 3, 32, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-136.2741313880629
"[34, 34, -36, 3, 32, -45, 0, 0, 0, 0]",-173.36438426539448,0.0,0.0,0.0
"[34, 34, -36, 3, 32, -45, -42, 0, 0, 0]",0.0,-173.3730642434906,0.0,0.0
"[34, 34, -36, 3, 32, -45, -42, 2, 0, 0]",0.0,0.0,0.0,-210.69813431956834
"[34, 34, -36, 3, 32, -45, -42, 2, -42, 0]",0.0,-249.87801662958435,0.0,0.0
"[34, 34, -36, 3, 32, -45, -42, 2, -42, 45]",0.0,0.0,0.0,0.0
"[-24, -12, 0, 0, 0, 0, 0, 0, 0, 0]",-39.47578986459663,0.0,0.0,0.0
"[-24, -12, -32, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-61.021024124482366,0.0
"[-24, -12, -32, -31, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-80.45565872847014
"[-24, -12, -32, -31, -30, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-86.25249196528928
"[-24, -12, -32, -31, -30, 18, 0, 0, 0, 0]",0.0,0.0,-92.03408039595686,0.0
"[-24, -12, -32, -31, -30, 18, 18, 0, 0, 0]",0.0,0.0,-102.39184986819848,0.0
"[-24, -12, -32, -31, -30, 18, 18, -21, 0, 0]",0.0,-119.07767910484529,0.0,0.0
"[-24, -12, -32, -31, -30, 18, 18, -21, -27, 0]",-125.77331198541027,0.0,0.0,0.0
"[-24, -12, -32, -31, -30, 18, 18, -21, -27, 19]",0.0,0.0,0.0,0.0
"[44, 12, 0, 0, 0, 0, 0, 0, 0, 0]",-45.24594933947905,0.0,0.0,0.0
"[44, 12, 16, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-57.830129374549024,0.0
"[44, 12, 16, 26, 0, 0, 0, 0, 0, 0]",0.0,-90.33583546872909,0.0,0.0
"[44, 12, 16, 26, 41, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-98.99551064202777
"[44, 12, 16, 26, 41, -19, 0, 0, 0, 0]",-146.1693880860558,0.0,-98.99194665430736,0.0
"[44, 12, 16, 26, 41, -19, 0, 49, 0, 0]",0.0,0.0,0.0,-153.98356556911395
"[44, 12, 16, 26, 41, -19, 0, 49, 20, 0]",0.0,-171.0203619472911,0.0,0.0
"[44, 12, 16, 26, 41, -19, 0, 49, 20, -28]",0.0,0.0,0.0,0.0
"[36, -29, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-52.18032682424062,0.0
"[36, -29, 20, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-52.83105148870487
"[36, -29, 20, -4, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-59.87263183544204
"[36, -29, 20, -4, 19, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-60.51191410310931
"[36, -29, 20, -4, 19, -4, 0, 0, 0, 0]",0.0,0.0,-102.70761423392682,0.0
"[36, -29, 20, -4, 19, -4, 46, 0, 0, 0]",0.0,0.0,0.0,-115.12653578196918
"[36, -29, 20, -4, 19, -4, 46, -23, 0, 0]",0.0,-116.71058876615247,0.0,0.0
"[36, -29, 20, -4, 19, -4, 46, -23, 9, 0]",-124.26802292722982,0.0,0.0,0.0
"[36, -29, 20, -4, 19, -4, 46, -23, 9, -18]",0.0,0.0,0.0,0.0
"[0, -38, 0, 0, 0, 0, 0, 0, 0, 0]",-31.61144593999863,0.0,-34.73778365692564,0.0
"[0, -38, 0, 13, 0, 0, 0, 0, 0, 0]",0.0,0.0,-43.881073303698805,0.0
"[0, -38, 0, 13, -20, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-54.082281169375094
"[0, -38, 0, 13, -20, -21, 0, 0, 0, 0]",0.0,-56.16725669196243,0.0,0.0
"[0, -38, 0, 13, -20, -21, -9, 0, 0, 0]",0.0,0.0,-100.06842863473715,0.0
"[0, -38, 0, 13, -20, -21, -9, -45, 0, 0]",0.0,0.0,0.0,-102.29503751738004
"[0, -38, 0, 13, -20, -21, -9, -45, 11, 0]",0.0,0.0,0.0,-103.3782943424935
"[0, -38, 0, 13, -20, -21, -9, -45, 11, 8]",0.0,0.0,0.0,0.0
"[-29, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-83.4035996715557,-42.88193250053866,-42.556241416198375,-106.64123570653419
"[-29, 30, 0, 0, 0, 0, 0, 0, 0, 0]",-36.99971869926172,0.0,0.0,0.0
"[-29, 30, -3, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-42.35576894353692,0.0
"[-29, 30, -3, -15, 0, 0, 0, 0, 0, 0]",0.0,0.0,-55.32982489052333,0.0
"[-29, 30, -3, -15, -24, 0, 0, 0, 0, 0]",0.0,0.0,-100.85864599894067,0.0
"[-29, 30, -3, -15, -24, 48, 0, 0, 0, 0]",0.0,0.0,-141.21461910884932,0.0
"[-29, 30, -3, -15, -24, 48, -43, 0, 0, 0]",0.0,0.0,-170.74643421546935,0.0
"[-29, 30, -3, -15, -24, 48, -43, -37, 0, 0]",0.0,0.0,-172.09755949310747,0.0
"[-29, 30, -3, -15, -24, 48, -43, -37, 9, 0]",0.0,-203.7278907985121,0.0,0.0
"[-29, 30, -3, -15, -24, 48, -43, -37, 9, -38]",0.0,0.0,0.0,0.0
"[-42, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-180.58419931997815,-138.1582098956264,-144.09352688189904,-92.49746434012914
"[-42, -37, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-70.70305563537926,0.0
"[-42, -37, 14, 0, 0, 0, 0, 0, 0, 0]",-113.75890289471096,0.0,0.0,0.0
"[-42, -37, 14, 47, 0, 0, 0, 0, 0, 0]",0.0,0.0,-124.5841461601769,0.0
"[-42, -37, 14, 47, 24, 0, 0, 0, 0, 0]",0.0,0.0,-175.74085906341656,0.0
"[-42, -37, 14, 47, 24, -49, 0, 0, 0, 0]",0.0,-224.66092643706332,0.0,0.0
"[-42, -37, 14, 47, 24, -49, 50, 0, 0, 0]",0.0,0.0,0.0,-226.47890826617083
"[-42, -37, 14, 47, 24, -49, 50, -8, 0, 0]",0.0,0.0,0.0,-255.95184474818578
"[-42, -37, 14, 47, 24, -49, 50, -8, -37, 0]",0.0,0.0,-298.87148582700036,0.0
"[-42, -37, 14, 47, 24, -49, 50, -8, -37, 47]",0.0,0.0,0.0,0.0
"[-36, 10, 0, 0, 0, 0, 0, 0, 0, 0]",-50.54615885306356,0.0,0.0,0.0
"[-36, 10, 32, 0, 0, 0, 0, 0, 0, 0]",0.0,-82.05154208874457,0.0,0.0
"[-36, 10, 32, -38, 0, 0, 0, 0, 0, 0]",-97.13999000656753,0.0,0.0,0.0
"[-36, 10, 32, -38, -26, 0, 0, 0, 0, 0]",0.0,0.0,-97.29900306191391,0.0
"[-36, 10, 32, -38, -26, -1, 0, 0, 0, 0]",0.0,-98.42313601539321,0.0,0.0
"[-36, 10, 32, -38, -26, -1, -6, 0, 0, 0]",0.0,0.0,-98.82077585273859,0.0
"[-36, 10, 32, -38, -26, -1, -6, -3, 0, 0]",0.0,0.0,0.0,-142.90191197040468
"[-36, 10, 32, -38, -26, -1, -6, -3, -45, 0]",0.0,0.0,-147.74491759995948,0.0
"[-36, 10, 32, -38, -26, -1, -6, -3, -45, 16]",0.0,0.0,0.0,0.0
"[-23, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-54.86133449203639,-37.55638260611709,-16.080174567351538,-52.624799867069584
"[-23, 34, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-37.61856939258094,0.0
"[-23, 34, 10, 0, 0, 0, 0, 0, 0, 0]",0.0,-65.96522167904756,0.0,0.0
"[-23, 34, 10, 38, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-83.9508049109639
"[-23, 34, 10, 38, 31, 0, 0, 0, 0, 0]",-86.73988571777478,0.0,0.0,0.0
"[-23, 34, 10, 38, 31, -10, 0, 0, 0, 0]",0.0,0.0,0.0,-97.37175648122948
"[-23, 34, 10, 38, 31, -10, 24, 0, 0, 0]",0.0,0.0,0.0,-97.6912176200457
"[-23, 34, 10, 38, 31, -10, 24, -3, 0, 0]",0.0,0.0,0.0,-152.3652974708329
"[-23, 34, 10, 38, 31, -10, 24, -3, 53, 0]",0.0,0.0,-174.7613563842253,0.0
"[-23, 34, 10, 38, 31, -10, 24, -3, 53, 34]",0.0,0.0,0.0,0.0
"[33, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-72.82472480475305,-81.0657895712801,-94.15592857109799,-69.55993280114433
